Name,"Base 
Currency",Ticker,ISIN,"Global Broad 
Category Group","Global 
Category",Morningstar Category,"Morningstar 
Institutional Category","Morningstar 
Rating 
Overall",US Category Group,Domicile,Fund Legal Structure,"Equity 
Style Box (Long)","Fixed Inc 
Style Box (Long)",Firm Name,Branding Name,"Inception 
Date",Manager Name,Manager History,Manager Ownership Level,"Manager 
Tenure 
(Longest)","Manager 
Tenure 
(Average)","Primary Prospectus 
Benchmark","Primary Prospectus 
Benchmark Id","Primary Prospectus 
Benchmark Inception Date","Net Assets 
Date",Net Assets-Share Class USD,"Fund Size 
Date","Fund Size 
USD","Holding of 
an Investment","Oldest 
Share Class","12 Mo 
Yield Date","12 Mo 
Yield","Latest 
Dividend 
Date","Latest Dividend 
USD",Share Split,"Latest 
Capital Gain 
Date","Latest 
Capital Gain 
USD","Portfolio 
Date","Return Date 
(Daily)","NAV (Daily) 
USD","Total Ret 
1 Day 
(Daily) 
USD","Total Ret 
YTD 
(Daily) 
USD","Total Ret 
1 Yr 
(Daily) 
USD","Total Ret 
Annlzd 2 Yr 
(Daily) 
USD","Total Ret 
Annlzd 3 Yr 
(Daily) 
USD","Total Ret 
Annlzd 5 Yr 
(Daily) 
USD","Annual Report 
Net Expense 
Ratio","Annual Report 
Ongoing Charge","Annual Report 
Ongoing Charge 
Date","Annual Report 
Gross Expense 
Ratio","Prospectus 
Objective",Turnover Ratio % Date,"Turnover 
Ratio %",SecId,PerformanceId,FundId,StrategyId,StrategyId,CUSIP,Investment Type,"Performance 
Data Ready","Price 
Data Ready","Operations 
Data Ready","Portfolio 
Data Ready","Note Effective 
Date","Primary Share 
in Market","Target Date 
Report Date","Equity Profile 
Report Date",Annual Report Adjusted Expense Ratio,Prospectus Adjusted Expense Ratio,Submarket
Federated Hermes MDT Large Cap Value R6,US Dollar,FSTLX,US3142096029,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Federated,Federated,6/29/2016,Frederick L. Konopka;Daniel J. Mahr;John Paul Lewicke;Damien Zhang;,[1982-03-31 -- 1997-11-01] Peter R. Anderson;[1998-10-01 -- 1998-12-14] Charles A. Ritter;[1997-11-01 -- 2002-12-31] Michael P. Donnelly;[1994-02-01 -- 1994-12-31] Frederick L. Plautz;[1995-06-01 -- 1996-07-15] Timothy Keefe;[2008-08-28 -- 2009-03-31] Walter C. Bean;[1996-06-03 -- 1998-10-01] Scott B. Schermerhorn;[2002-12-31 -- 2004-10-14] Steven J. Lehman;[1999-08-31 -- 2008-08-27] Kevin R. McCloskey;[2002-12-31 -- 2005-12-28] John L. Nichol;[2004-10-14 -- 2006-08-17] William Dierker;[2009-04-01 -- ] Frederick L. Konopka;[2009-04-01 -- 2010-06-28] Douglas K. Thunen;[2009-04-01 -- 2018-08-08] Brian M. Greenberg;[2009-04-01 -- ] Daniel J. Mahr;[2010-06-29 -- 2010-11-04] David A. Troiano;[2014-09-26 -- ] John Paul Lewicke;[2018-08-08 -- ] Damien Zhang;,"Frederick L. Konopka [$0 - None];Daniel J. Mahr [$0 - None];John Paul Lewicke [$1 - $10,000];Damien Zhang [$0 - None];",12.58,8.9,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/4/2021,"58,838,938.00",11/4/2021,"1,305,692,630.00",No,No,10/31/2021,1.28,9/24/2021,0.11,,12/5/2019,0.36,9/30/2021,11/5/2021,36.23,,,,,,,0.69,,,0.88,Growth and Income,10/31/2020,139,F00000X3ME,0P00017TPV,FSUSA000R8,STUSA05JJZ,STUSA05JJZ,314209602,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.69,0.7,
Federated Hermes Strategic Value Div R6,US Dollar,SVALX,US31421N8810,Equity,US Equity Large Cap Value,US Fund Large Value,Giant Value,1,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Federated,Federated,6/29/2016,Michael R. Tucker;Daniel Peris;Deborah D. Bickerstaff;Jared S. Hoff;,[2005-03-30 -- 2015-12-31] Walter C. Bean;[2019-12-31 -- ] Michael R. Tucker;[2005-03-30 -- 2006-12-28] John L. Nichol;[2006-10-31 -- ] Daniel Peris;[2013-12-31 -- ] Deborah D. Bickerstaff;[2019-12-31 -- ] Jared S. Hoff;,"Michael R. Tucker [$100,001 - $500,000];Daniel Peris [$500,001 - $1,000,000];Deborah D. Bickerstaff [$100,001 - $500,000];Jared S. Hoff [$100,001 - $500,000];",15.08,6.71,S&P 500 TR USD,XIUSA04G92,1/30/1970,11/4/2021,"1,022,612,364.00",11/4/2021,"7,620,398,219.00",Yes,No,10/31/2021,3.74,10/28/2021,0.01,,12/5/2019,0.27,9/30/2021,11/5/2021,5.78,,,,,,,0.78,,,0.85,Equity-Income,10/31/2020,38,F00000X3MD,0P00017TPU,FSUSA0698V,STUSA04RBP,STUSA04RBP,31421N881,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.78,0.79,
Fidelity Advisor? Dividend Growth Z,US Dollar,FZADX,US3158052759,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Blend,,Fidelity Investments,Fidelity,8/13/2013,Zachary Turner,[1998-12-28 -- 2008-09-15] Charles Mangum;[2008-09-16 -- 2013-12-31] Lawrence Rakers;[2014-01-01 -- 2018-01-03] Ramona Persaud;[2017-04-08 -- 2020-12-31] Gordon Scott;[2020-07-01 -- ] Zachary Turner;,Zachary Turner [$0 - None],1.33,1.33,S&P 500 TR USD,XIUSA04G92,1/30/1970,10/29/2021,"58,104,232.00",10/29/2021,"1,228,143,937.00",Yes,No,10/31/2021,1.35,12/29/2020,0.3,,12/27/2019,0.54,9/30/2021,11/5/2021,23.11,,,,,,,0.41,,,0.41,Growth,11/30/2020,113,F00000Q0Z5,0P0000YYI5,FSUSA004HB,STUSA057ID,STUSA057ID,315805275,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.4,0.41,
Fidelity Advisor? Equity Income Z,US Dollar,FZAGX,US3158052593,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,2,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Fidelity Investments,Fidelity,8/13/2013,John Sheehy,[1996-03-31 -- 2009-02-02] C. Robert Chow;[1990-10-01 -- 1993-06-30] Beth F. Terrana;[2009-01-31 -- 2011-04-13] Stephen R. Petersen;[1993-07-01 -- 1996-03-30] Bettina Doulton;[2011-04-14 -- 2017-12-31] James Morrow;[2017-04-07 -- ] John Sheehy;[2011-04-14 -- 2020-05-22] Adam Kramer;,"John Sheehy [$50,001 - $100,000]",4.58,4.58,Russell 3000 Value TR USD,XIUSA000KT,12/29/1978,10/29/2021,"36,171,672.00",10/29/2021,"1,638,028,258.00",No,No,10/31/2021,2.16,10/1/2021,0.18,,12/29/2020,0,9/30/2021,11/5/2021,36.16,,,,,,,0.52,,,0.53,Equity-Income,11/30/2020,65,F00000Q0Z7,0P0000YYI7,FSUSA000PH,STUSA057IE,STUSA057IE,315805259,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.52,0.53,
Fidelity? Large Cap Value Index,US Dollar,FLCOX,US31635V6790,Equity,US Equity Large Cap Value,US Fund Large Value,,3,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Fidelity Investments,Fidelity,6/7/2016,Deane Gyllenhaal;Louis Bottari;Payal Kapoor Gupta;Peter Matthew;Robert Regan;,[2016-06-07 -- ] Deane Gyllenhaal;[2016-06-07 -- 2019-06-29] Patrick Waddell;[2016-06-07 -- ] Louis Bottari;[2019-06-29 -- ] Payal Kapoor Gupta;[2016-06-07 -- ] Peter Matthew;[2016-08-31 -- 2018-06-29] Thomas Brussard;[2016-12-31 -- ] Robert Regan;,Deane Gyllenhaal [$0 - None];Louis Bottari [$0 - None];Payal Kapoor Gupta [$0 - None];Peter Matthew [$0 - None];Robert Regan [$0 - None];,5.42,4.72,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,10/29/2021,"4,561,957,781.00",10/29/2021,"4,561,957,781.00",Yes,Yes,10/31/2021,1.62,6/4/2021,0.06,,12/20/2019,0.2,9/30/2021,11/5/2021,16.36,,,,,,,0.04,,,0.04,Growth,4/30/2021,31,F00000WZVI,0P00017NDQ,FS0000CFDS,STUSA05S3V,STUSA05S3V,31635V679,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.04,0.04,
Fidelity? SAI US Value Index,US Dollar,FSWCX,US31635V1908,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,1,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Fidelity Investments,Fidelity,12/19/2017,Deane Gyllenhaal;Louis Bottari;Payal Kapoor Gupta;Peter Matthew;Robert Regan;,[2017-12-19 -- ] Deane Gyllenhaal;[2017-12-19 -- 2019-04-25] Patrick Waddell;[2017-12-19 -- ] Louis Bottari;[2019-06-30 -- ] Payal Kapoor Gupta;[2017-12-19 -- ] Peter Matthew;[2017-12-19 -- 2018-09-29] Thomas Brussard;[2017-12-19 -- ] Robert Regan;[2018-03-31 -- 2019-09-28] Manav Verma;,Deane Gyllenhaal [$0 - None];Louis Bottari [$0 - None];Payal Kapoor Gupta [$0 - None];Peter Matthew [$0 - None];Robert Regan [$0 - None];,3.92,3.62,Fidelity U.S. Value Focus USD,,,10/29/2021,"3,665,251,644.00",10/29/2021,"3,665,251,644.00",Yes,Yes,10/31/2021,2.38,9/10/2021,0.16,,9/10/2021,0.09,9/30/2021,11/5/2021,12.48,,,,,,,0.11,,,0.11,Growth and Income,7/31/2021,80,F00000ZJ6C,0P0001BONO,FS0000DGK6,STUSA05S4C,STUSA05S4C,31635V190,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.11,0.11,
Fidelity? Series Large Cap Value Index,US Dollar,FIOOX,US31635V4068,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Fidelity Investments,Fidelity,11/7/2013,Deane Gyllenhaal;Louis Bottari;Payal Kapoor Gupta;Peter Matthew;Robert Regan;,[2014-09-30 -- ] Deane Gyllenhaal;[2013-11-07 -- 2020-03-31] Patrick Waddell;[2013-11-07 -- 2014-04-23] James Francis;[2013-11-07 -- ] Louis Bottari;[2019-06-30 -- ] Payal Kapoor Gupta;[2013-11-07 -- ] Peter Matthew;[2016-08-31 -- 2019-04-01] Thomas Brussard;[2016-12-31 -- ] Robert Regan;[2018-03-31 -- 2019-04-01] Manav Verma;,Deane Gyllenhaal [$0 - None];Louis Bottari [$0 - None];Payal Kapoor Gupta [$0 - None];Peter Matthew [$0 - None];Robert Regan [$0 - None];,8,6.1,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,10/29/2021,"6,209,511,261.00",10/29/2021,"6,209,511,261.00",Yes,Yes,10/31/2021,1.76,3/5/2021,0.01,,3/6/2020,0.05,9/30/2021,11/5/2021,16.34,,,,,,,0,,,0,Equity-Income,1/31/2021,21,F00000Q87Q,0P0000Z80D,FS0000AA6E,STUSA05S3V,STUSA05S3V,31635V406,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0,0,
Fidelity? Series Stk Selec Lg Cp Val,US Dollar,FBLEX,US3161285529,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Fidelity Investments,Fidelity,12/6/2012,Matthew Friedman;Pierre Sorel;Laurie Mundt;John Sheehy;John Mirshekari;Chip Perrone;,[2012-12-06 -- ] Matthew Friedman;[2018-06-30 -- ] Pierre Sorel;[2012-12-06 -- 2013-04-29] Bruce L. Dirks;[2012-12-06 -- 2019-04-01] Justin Bennett;[2012-12-06 -- ] Laurie Mundt;[2016-06-30 -- ] John Sheehy;[2012-12-06 -- 2018-03-31] Katherine Buck;[2012-12-06 -- 2017-01-20] Stephen Barwikowski;[2012-12-06 -- ] John Mirshekari;[2017-12-01 -- ] Chip Perrone;,Matthew Friedman [$0 - None];Pierre Sorel [$0 - None];Laurie Mundt [$0 - None];John Sheehy [$0 - None];John Mirshekari [$0 - None];Chip Perrone [$0 - None];,8.92,6.58,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,10/29/2021,"11,682,768,061.00",10/29/2021,"11,682,768,061.00",Yes,Yes,10/31/2021,1.82,3/5/2021,0.01,,3/6/2020,0.21,9/30/2021,11/5/2021,16.01,,,,,,,0,,,0,Growth,1/31/2021,94,F00000OWIR,0P0000X672,FS00009SG7,STUSA057N1,STUSA057N1,316128552,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0,0.01,
Fidelity? Series Value Discovery,US Dollar,FNKLX,US3161285867,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Fidelity Investments,Fidelity,12/6/2012,Sean Gavin,[2012-12-06 -- 2017-12-31] James Morrow;[2017-04-07 -- ] Sean Gavin;,Sean Gavin [$0 - None],4.58,4.58,Russell 3000 Value TR USD,XIUSA000KT,12/29/1978,10/29/2021,"9,756,447,022.00",10/29/2021,"9,756,447,022.00",Yes,Yes,10/31/2021,1.82,3/5/2021,0.02,,3/6/2020,0.13,9/30/2021,11/5/2021,17.68,,,,,,,0,,,0,Growth,1/31/2021,75,F00000OWIO,0P0000X66Z,FS00009SG5,STUSA057NS,STUSA057NS,316128586,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0,0,
Franklin Equity Income R6,US Dollar,FEIQX,US3536125673,Equity,US Equity Large Cap Value,US Fund Large Value,Giant Value,4,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Franklin Templeton Investments,Franklin Templeton,5/1/2013,Alan E. Muschott;Matthew D. Quinlan;Todd Brighton;,[1988-03-15 -- 2012-05-01] Frank M. Felicelli;[1988-03-15 -- 2002-01-01] Howard M. McEldowney;[1991-07-01 -- 1998-01-01] Douglas L. Barton;[1995-07-01 -- 1998-08-01] Ernst Schleimer;[2005-12-23 -- 2013-03-01] Edward D. Perks;[1998-08-01 -- 1999-04-01] Kent R. Shepherd;[1999-04-01 -- 2000-06-01] William Hawes;[2000-06-01 -- 2005-07-19] Derek Taner;[2005-09-30 -- ] Alan E. Muschott;[2003-01-01 -- 2005-12-23] Samuel R. Kerner;[2011-03-01 -- ] Matthew D. Quinlan;[2013-03-01 -- 2015-11-01] Kimberly Strand;[2015-11-01 -- ] Todd Brighton;,"Alan E. Muschott [NA - FC Inconsistent];Matthew D. Quinlan [$100,001 - $500,000];Todd Brighton [$100,001 - $500,000];",16.17,10.94,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,10/31/2021,"150,310,163.00",10/31/2021,"3,692,355,696.00",No,No,10/31/2021,2.07,9/15/2021,0.18,,12/15/2020,0.22,9/30/2021,11/5/2021,33.36,,,,,,,0.51,,,0.52,Equity-Income,10/31/2020,26.9,F00000PW0E,0P0000YQKT,FSUSA000XV,STUSA058X1,STUSA058X1,353612567,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.51,0.5,
Great-West Large Cap Value Instl,US Dollar,MXVHX,US39137E2515,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Great-West Funds,Great-West,5/1/2015,John D. Linehan;Darren A. Jaroch;Lauren B. DeMore;,[2015-11-01 -- ] John D. Linehan;[1994-11-01 -- 2015-11-01] Brian C. Rogers;[2012-09-24 -- ] Darren A. Jaroch;[2012-09-24 -- 2020-04-14] Walter D. Scully;[2019-09-10 -- ] Lauren B. DeMore;,John D. Linehan [$0 - None];Darren A. Jaroch [$0 - None];Lauren B. DeMore [$0 - None];,9.17,5.78,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"1,195,009,325.00",11/5/2021,"1,688,854,296.00",Yes,No,10/31/2021,1.82,9/3/2021,0.01,,9/3/2021,0.07,6/30/2021,11/5/2021,8.77,,,,,,,0.61,,,0.62,Equity-Income,12/31/2020,33,F00000VEIP,0P00015GHS,FSUSA003YK,STUSA0658D,STUSA0658D,3.91E+255,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.61,0.61,
Great-West Large Cap Value Inv II,US Dollar,MXHAX,US39137H8667,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Great-West Funds,Great-West,10/25/2019,John D. Linehan;Darren A. Jaroch;Lauren B. DeMore;,[2015-11-01 -- ] John D. Linehan;[1994-11-01 -- 2015-11-01] Brian C. Rogers;[2012-09-24 -- ] Darren A. Jaroch;[2012-09-24 -- 2020-04-14] Walter D. Scully;[2019-09-10 -- ] Lauren B. DeMore;,John D. Linehan [$0 - None];Darren A. Jaroch [$0 - None];Lauren B. DeMore [$0 - None];,9.17,5.78,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"179,019,247.00",11/5/2021,"1,688,854,296.00",No,No,10/31/2021,0.78,9/3/2021,0,,9/3/2021,0.07,6/30/2021,11/5/2021,12.77,,,,,,,0.81,,,0.99,Equity-Income,12/31/2020,33,F000013RY9,0P0001HSPG,FSUSA003YK,STUSA0658D,STUSA0658D,39137H866,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.81,0.81,
Hartford Dividend and Growth F,US Dollar,HDGFX,US41664T6698,Equity,US Equity Large Cap Value,US Fund Large Value,Giant Value,5,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Hartford Mutual Funds,Hartford Investments,2/28/2017,Matthew G. Baker;Nataliya Kofman;,[2001-07-31 -- 2020-06-30] Edward P. Bousa;[1996-07-22 -- 2001-07-01] Laurie A. Gabriel;[2010-03-01 -- 2017-03-01] Donald J. Kilbride;[2010-03-01 -- ] Matthew G. Baker;[2019-08-08 -- ] Nataliya Kofman;[2017-03-01 -- 2020-03-17] Mark E. Vincent;,"Matthew G. Baker [$100,001 - $500,000];Nataliya Kofman [$0 - None];",11.67,6.96,S&P 500 TR USD,XIUSA04G92,1/30/1970,11/5/2021,"4,853,532,592.00",11/5/2021,"14,942,997,521.00",Yes,No,10/31/2021,1.26,9/28/2021,0.09,,12/10/2020,0.57,9/30/2021,11/5/2021,34.59,,,,,,,0.64,,,0.64,Equity-Income,10/31/2020,28,F00000YLP4,0P00019U7V,FSUSA004ME,STUSA051XX,STUSA051XX,41664T669,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.64,0.65,
Hartford Dividend and Growth R6,US Dollar,HDGVX,US41664R2913,Equity,US Equity Large Cap Value,US Fund Large Value,Giant Value,5,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Hartford Mutual Funds,Hartford Investments,11/7/2014,Matthew G. Baker;Nataliya Kofman;,[2001-07-31 -- 2020-06-30] Edward P. Bousa;[1996-07-22 -- 2001-07-01] Laurie A. Gabriel;[2010-03-01 -- 2017-03-01] Donald J. Kilbride;[2010-03-01 -- ] Matthew G. Baker;[2019-08-08 -- ] Nataliya Kofman;[2017-03-01 -- 2020-03-17] Mark E. Vincent;,"Matthew G. Baker [$100,001 - $500,000];Nataliya Kofman [$0 - None];",11.67,6.96,S&P 500 TR USD,XIUSA04G92,1/30/1970,11/5/2021,"477,979,917.00",11/5/2021,"14,942,997,521.00",Yes,No,10/31/2021,1.21,9/28/2021,0.09,,12/10/2020,0.57,9/30/2021,11/5/2021,35.85,,,,,,,0.65,,,0.65,Equity-Income,10/31/2020,28,F00000U60K,0P00013Z8D,FSUSA004ME,STUSA051XX,STUSA051XX,41664R291,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.65,0.65,
Hartford Equity Income F,US Dollar,HQIFX,US41664T6284,Equity,US Equity Large Cap Value,US Fund Large Value,Giant Value,4,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Hartford Mutual Funds,Hartford Investments,2/28/2017,W. Michael Reckmeyer;Adam H. Illfelder;Matthew C. Hand;,[2003-08-28 -- 2008-06-30] John R. Ryan;[2007-10-01 -- 2019-12-31] Ian R. Link;[2007-10-01 -- 2018-12-31] Karen H. Grimes;[2007-10-01 -- ] W. Michael Reckmeyer;[2019-08-08 -- ] Adam H. Illfelder;[2019-08-08 -- ] Matthew C. Hand;,"W. Michael Reckmeyer [$1,000,001 and above];Adam H. Illfelder [$0 - None];Matthew C. Hand [$0 - None];",14.08,6.19,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"1,155,256,648.00",11/5/2021,"4,950,541,487.00",Yes,No,10/31/2021,1.72,9/28/2021,0.09,,12/10/2020,0.2,9/30/2021,11/5/2021,23.98,,,,,,,0.66,,,0.66,Equity-Income,10/31/2020,31,F00000YLP6,0P00019U7X,FSUSA04BK0,STUSA07K5Z,STUSA07K5Z,41664T628,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.66,0.66,
Hartford Equity Income R6,US Dollar,HQIVX,US41664R2830,Equity,US Equity Large Cap Value,US Fund Large Value,Giant Value,4,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Hartford Mutual Funds,Hartford Investments,11/7/2014,W. Michael Reckmeyer;Adam H. Illfelder;Matthew C. Hand;,[2003-08-28 -- 2008-06-30] John R. Ryan;[2007-10-01 -- 2019-12-31] Ian R. Link;[2007-10-01 -- 2018-12-31] Karen H. Grimes;[2007-10-01 -- ] W. Michael Reckmeyer;[2019-08-08 -- ] Adam H. Illfelder;[2019-08-08 -- ] Matthew C. Hand;,"W. Michael Reckmeyer [$1,000,001 and above];Adam H. Illfelder [$0 - None];Matthew C. Hand [$0 - None];",14.08,6.19,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"82,727,721.00",11/5/2021,"4,950,541,487.00",Yes,No,10/31/2021,1.68,9/28/2021,0.09,,12/10/2020,0.2,9/30/2021,11/5/2021,24.44,,,,,,,0.66,,,0.66,Equity-Income,10/31/2020,31,F00000U60L,0P00013Z8E,FSUSA04BK0,STUSA07K5Z,STUSA07K5Z,41664R283,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.66,0.66,
HCM Dividend Sector Plus A,US Dollar,HCMNX,US66538G6439,Equity,US Equity Large Cap Value,US Fund Large Value,All-Cap Value,5,U.S. Equity,United States,Open Ended Investment Company,Large Blend,,Howard Capital Management,Howard CM,3/11/2015,Vance Howard,[2015-03-11 -- ] Vance Howard,"Vance Howard [$1,000,001 and above]",6.67,6.67,S&P 500 TR USD,XIUSA04G92,1/30/1970,11/5/2021,"955,444,862.00",11/5/2021,"1,257,690,869.00",Yes,No,10/31/2021,0,12/20/2019,0.09,,12/20/2019,0,9/30/2021,11/5/2021,21.5,,,,,,,1.64,,,1.64,Equity-Income,6/30/2021,2,F00000V53L,0P0001542W,FS0000BLEJ,STUSA05JYD,STUSA05JYD,66538G643,Open-End Fund,Yes,Yes,Yes,Yes,,,,,1.69,2.19,
HCM Dividend Sector Plus A1,US Dollar,HCMWX,US66538G6355,Equity,US Equity Large Cap Value,US Fund Large Value,All-Cap Value,5,U.S. Equity,United States,Open Ended Investment Company,Large Blend,,Howard Capital Management,Howard CM,3/11/2015,Vance Howard,[2015-03-11 -- ] Vance Howard,"Vance Howard [$1,000,001 and above]",6.67,6.67,S&P 500 TR USD,XIUSA04G92,1/30/1970,11/5/2021,"6,896.00",11/5/2021,"1,257,690,869.00",No,No,10/31/2021,0,12/20/2019,0.07,,12/20/2019,0,9/30/2021,11/5/2021,21.61,,,,,,,1.79,,,1.79,Equity-Income,6/30/2021,2,F00000V53M,0P0001542X,FS0000BLEJ,STUSA05JYD,STUSA05JYD,66538G635,Open-End Fund,Yes,Yes,Yes,Yes,,,,,1.84,2.34,
HCM Dividend Sector Plus I,US Dollar,HCMQX,US66538G6199,Equity,US Equity Large Cap Value,US Fund Large Value,All-Cap Value,5,U.S. Equity,United States,Open Ended Investment Company,Large Blend,,Howard Capital Management,Howard CM,3/11/2015,Vance Howard,[2015-03-11 -- ] Vance Howard,"Vance Howard [$1,000,001 and above]",6.67,6.67,S&P 500 TR USD,XIUSA04G92,1/30/1970,11/5/2021,"35,880,200.00",11/5/2021,"1,257,690,869.00",No,No,10/31/2021,0,12/20/2019,0.12,,12/20/2019,0,9/30/2021,11/5/2021,21.6,,,,,,,1.39,,,1.39,Equity-Income,6/30/2021,2,F00000V53P,0P00015430,FS0000BLEJ,STUSA05JYD,STUSA05JYD,66538G619,Open-End Fund,Yes,Yes,Yes,Yes,,,,,1.69,1.94,
HCM Dividend Sector Plus Investor,US Dollar,HCMPX,US66538G6272,Equity,US Equity Large Cap Value,US Fund Large Value,All-Cap Value,5,U.S. Equity,United States,Open Ended Investment Company,Large Blend,,Howard Capital Management,Howard CM,3/11/2015,Vance Howard,[2015-03-11 -- ] Vance Howard,"Vance Howard [$1,000,001 and above]",6.67,6.67,S&P 500 TR USD,XIUSA04G92,1/30/1970,11/5/2021,"266,358,882.00",11/5/2021,"1,257,690,869.00",No,No,10/31/2021,0,12/20/2019,0.02,,12/20/2019,0,9/30/2021,11/5/2021,20.91,,,,,,,2.39,,,2.39,Equity-Income,6/30/2021,2,F00000V53O,0P0001542Z,FS0000BLEJ,STUSA05JYD,STUSA05JYD,66538G627,Open-End Fund,Yes,Yes,Yes,Yes,,,,,2.44,2.94,
HCM Dividend Sector Plus R,US Dollar,HCMZX,US66538G5936,Equity,US Equity Large Cap Value,US Fund Large Value,All-Cap Value,5,U.S. Equity,United States,Open Ended Investment Company,Large Blend,,Howard Capital Management,Howard CM,3/11/2015,Vance Howard,[2015-03-11 -- ] Vance Howard,"Vance Howard [$1,000,001 and above]",6.67,6.67,S&P 500 TR USD,XIUSA04G92,1/30/1970,11/5/2021,29,11/5/2021,"1,257,690,869.00",No,Yes,10/31/2021,0,12/20/2019,0.12,,12/20/2019,0,9/30/2021,11/5/2021,21.5,,,,,,,,,,,Equity-Income,6/30/2021,2,F00000V53Q,0P00015431,FS0000BLEJ,STUSA05JYD,STUSA05JYD,66538G593,Open-End Fund,Yes,Yes,Yes,Yes,,,,,,1.86,
Invesco Comstock R6,US Dollar,ICSFX,US00143M3319,Equity,US Equity Large Cap Value,US Fund Large Value,Giant Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Invesco,Invesco,9/24/2012,Kevin C. Holt;Devin E. Armstrong;James N. Warwick;,[1994-07-11 -- 2009-06-30] B. Robert Baker;[1995-04-01 -- 2014-08-28] Jason S. Leder;[2010-06-25 -- 2015-11-09] Matthew W. Seinsheimer;[1999-08-01 -- ] Kevin C. Holt;[2007-07-31 -- ] Devin E. Armstrong;[2007-07-31 -- ] James N. Warwick;[2015-11-09 -- 2021-07-08] Charles DyReyes;,"Kevin C. Holt [$1,000,001 and above];Devin E. Armstrong [$1,000,001 and above];James N. Warwick [$100,001 - $500,000];",22.25,16.97,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"1,695,681,884.00",11/5/2021,"10,135,040,796.00",Yes,No,10/31/2021,1.91,9/23/2021,0.13,,12/13/2019,1.34,9/30/2021,11/5/2021,31.83,,,,,,,0.52,,,0.58,Growth and Income,4/30/2021,46,F00000OU0E,0P0000X2PL,FSUSA00028,STUSA04CK2,STUSA04CK2,00143M331,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.52,0.42,
